McMahon_aband
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Ti	Ti	Ti	Ti	Cr	Cr	Cr	Cr	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Co	Co	Co	Co	Ni	Ni	Ni	Ni	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Ga	Ga	Ga	Ga	Ge	Ge	Ge	Ge	As	As	As	As	Se	Se	Se	Se	Br	Br	Br	Br	Sr	Sr	Sr	Sr	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Ru	Ru	Ru	Ru	Rh	Rh	Rh	Rh	Pd	Pd	Pd	Pd	Ag	Ag	Ag	Ag	Cd	Cd	Cd	Cd	In	In	In	In	Sn	Sn	Sn	Sn	Sb	Sb	Sb	Sb	I	I	I	I	Cs	Cs	Cs	Cs	Ba	Ba	Ba	Ba	Ta	Ta	Ta	Ta	W	W	W	W	Ir	Ir	Ir	Ir	Pt	Pt	Pt	Pt	Au	Au	Au	Au	Hg	Hg	Hg	Hg	Tl	Tl	Tl	Tl	Pb	Pb	Pb	Pb	Bi	Bi	Bi	Bi	
Cr.A1.4.10-20.16	TQ Powders	9/5/2018 4:17:08 PM	13.0224	0.1488	0.0051	6.8432	0.012	20.87	0.04	1112.4611	0.0013	13.05	0.03	1281.7020	0.0015	0.01871	0.00051	10.1314	0.0017	0.01382	0.00052	6.1545	0.00072	0.00165	0.00017	2.7834	0.00064	0.1595	0.0007	449.0580	0.00024	0.00257	0.00007	34.2224	0.00032	14420	10	15203.0845	0.1	129.2	0.7	336.7935	0.8	152.1	0.6	521.5428	0.4	80190	70	51383.9724	0.1	< 12	(3.9)	3.0095	12	38.6	1.0	42.0473	1.6	26.2	1.0	33.8139	1.2	29.9	0.7	54.7524	0.8	43.1	0.7	106.3249	0.8	< 0.5	(0.0)	0.0000	0.5	22.6	0.5	84.3076	0.5	< 0.5	(0.0)	0.0000	0.5	13.3	0.3	67.3722	0.3	17.7	0.2	160.1262	0.3	713.3	2.1	1104.8534	0.1	54.5	0.7	84.4375	1.0	4.3	0.4	11.3220	1.4	1.4	0.2	3.7337	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.6	(0.1)	2.0783	0.6	5.3	0.1	38.1709	0.9	2.5	0.3	5.1958	0.7	3.1	0.2	12.3732	0.7	11.0	0.4	24.8310	1.0	< 0.5	(0.0)	0.0000	0.5	2.7	0.2	23.5864	2.4	< 1.0	(0.0)	7.2862	1.0	< 8.7	(0.0)	81.7792	8.7	< 1.6	(0.0)	17.2050	1.6	3.7	0.5	7.2114	1.9									2.3	0.6	3.8612	1.2	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	20.8	0.9	43.4243	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.A1.1.20-40.16	TQ Powders	9/5/2018 4:32:31 PM	13.3200	0.2510	0.0075	8.2937	0.013	19.46	0.04	1050.7766	0.0018	13.88	0.03	1405.3850	0.0014	0.02082	0.00060	9.7253	0.0017	0.00906	0.00047	4.2765	0.00076	< 0.00020	(0.0)	1.0445	0.00020	0.4744	0.0012	1342.8381	0.00001	< 0.0010	(0.0)	23.4425	0.00100	11730	10	12350.1134	0.1	128.6	0.8	336.8092	0.3	165.7	0.7	572.0776	0.4	85260	80	55013.2041	0.1	< 12	(7.1)	3.5331	12	39.6	1.1	42.6005	1.6	35.4	1.0	44.8015	1.2	23.9	0.6	42.7308	0.8	40.2	0.7	97.2774	0.8	1.5	0.5	2.6788	0.9	16.7	0.5	61.4247	0.5	< 0.5	(0.0)	0.0000	0.5	10.2	0.3	50.8976	0.3	24.6	0.3	218.4616	0.3	631.6	2.0	965.0290	0.1	45.6	0.7	70.6416	1.1	4.0	0.4	10.6298	1.4	1.2	0.2	3.1938	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.6	(0.2)	2.1455	0.6	3.5	0.1	35.5341	0.9	2.8	0.3	5.9853	0.7	3.7	0.2	13.7870	0.7	10.3	0.4	23.2343	1.0	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	18.1876	0.7	< 1.0	(0.0)	10.4469	1.0	127.9	2.0	217.9711	8.6	< 1.6	(0.0)	15.5516	1.6	3.9	0.5	7.2401	2.0									< 1.2	(1.0)	1.8390	1.2	< 0.7	(0.0)	0.7240	0.7	< 0.7	(0.0)	0.0000	0.7	24.3	0.9	49.6089	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.A1.2.20-40.16	TQ Powders	9/5/2018 4:47:54 PM	13.2873	0.3557	0.0095	9.6687	0.013	19.19	0.04	1018.6696	0.0018	14.97	0.03	1498.1153	0.0012	0.01952	0.00058	9.2598	0.0017	0.00992	0.00048	4.6136	0.00075	< 0.00068	(0.00015)	1.6392	0.00068	0.6204	0.0013	1714.0270	0.00001	0.01050	0.00023	70.0911	0.00053	11160	10	11428.3798	0.1	123.7	0.8	316.3921	0.3	198.2	0.7	667.5828	0.4	82020	70	51749.9819	0.1	13.7	2.8	4.2801	11	40.5	1.0	43.2258	1.5	35.1	1.0	44.4872	1.1	24.9	0.6	44.6147	0.8	38.8	0.7	94.1331	0.8	2.0	0.5	3.7415	0.9	11.1	0.5	41.1000	0.4	< 0.5	(0.0)	0.0000	0.5	9.1	0.3	45.2950	0.3	25.7	0.3	228.6435	0.3	614.6	2.0	940.5707	0.1	41.8	0.6	64.9704	1.1	3.9	0.4	10.5220	1.4	1.3	0.2	3.3501	0.6	0.6	0.3	1.2699	0.5	0.4	0.1	2.6728	0.4	4.6	0.1	37.1778	0.9	2.2	0.3	4.7530	0.7	4.1	0.2	14.8759	0.7	8.9	0.4	20.1732	1.0	< 0.5	(0.0)	0.0000	0.5	< 2.8	(0.0)	20.1974	2.8	< 1.0	(0.0)	14.0052	1.0	164.1	2.2	257.4022	8.5	< 1.6	(0.0)	17.0636	1.6	5.3	0.6	8.2200	1.9									1.5	0.6	2.4802	1.2	< 0.7	(0.0)	2.3526	0.7	< 0.7	(0.0)	0.0000	0.7	27.6	0.8	56.3495	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.A1.3.20-40.16	TQ Powders	9/5/2018 5:03:19 PM	13.6636	0.1862	0.0062	7.3722	0.013	20.10	0.04	1077.1226	0.0018	13.42	0.03	1342.5536	0.0016	0.02276	0.00064	10.0489	0.0017	0.01555	0.00055	6.9383	0.00076	< 0.00067	(0.00035)	1.7906	0.00067	0.3238	0.0010	913.1549	0.00001	0.00064	0.00003	27.6560	0.00040	12500	10	13155.1869	0.1	137.1	0.7	357.8366	0.3	148.9	0.6	512.8723	0.4	89920	80	57812.9405	0.1	14.1	3.0	4.4579	12	38.3	1.1	40.7673	1.7	32.0	1.1	39.5544	1.2	29.3	0.7	51.1482	0.8	41.5	0.7	98.0905	0.9	< 0.5	(0.0)	0.0000	0.5	22.6	0.5	81.0621	0.5	< 0.5	(0.0)	0.0000	0.5	10.3	0.3	50.0613	0.4	20.8	0.3	179.4361	0.4	643.4	2.0	961.4687	0.1	46.1	0.7	69.7307	1.1	4.1	0.4	10.7614	1.4	1.4	0.2	3.7083	0.6	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.6297	0.4	4.4	0.1	36.6225	0.9	2.4	0.3	5.0292	0.7	3.8	0.2	13.8395	0.7	10.4	0.4	22.9891	1.0	< 0.5	(0.0)	0.0000	0.5	< 2.9	(1.3)	21.2440	2.9	< 1.0	(0.0)	10.4341	1.0	65.8	1.4	150.8165	8.6	< 1.6	(0.0)	16.6188	1.6	2.6	0.4	6.4112	2.0									3.2	0.6	4.9463	1.3	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	24.5	1.0	48.9428	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A1.4.20-40.16	TQ Powders	9/5/2018 5:18:41 PM	13.0096	0.0398	0.0018	5.3477	0.012	20.86	0.04	1116.2909	0.0013	12.88	0.03	1270.0624	0.0015	0.01573	0.00045	9.6042	0.0017	0.01166	0.00050	5.2754	0.00072	0.00109	0.00014	2.3595	0.00064	0.1603	0.0007	453.5608	0.00024	0.00048	0.00002	24.4467	0.00032	14470	10	15327.4837	0.1	133.2	0.7	348.8352	0.7	145.9	0.6	502.5569	0.4	80440	70	51750.3856	0.1	20.8	3.5	5.2335	11	41.5	1.0	44.8833	1.5	29.7	0.9	38.4267	1.1	31.4	0.6	57.4409	0.8	44.6	0.7	110.2599	0.8	2.3	0.5	4.2807	0.8	20.7	0.5	77.5502	0.4	< 0.5	(0.0)	0.0000	0.5	13.2	0.3	67.0974	0.3	16.6	0.2	149.9096	0.3	714.2	2.1	1107.7807	0.1	54.5	0.7	84.7799	1.0	5.1	0.4	12.8523	1.4	1.6	0.2	4.2881	0.6	0.7	0.3	1.6170	0.7	< 0.6	(0.2)	2.2399	0.6	2.8	0.1	34.4845	0.9	2.8	0.3	5.9171	0.7	3.8	0.2	14.0861	0.7	10.4	0.4	23.5606	0.9	< 0.5	(0.0)	0.0000	0.5	2.8	0.2	23.6684	2.5	< 1.0	(0.0)	8.1690	1.0	< 1.5	(0.0)	72.5145	1.5	< 1.6	(0.0)	15.5726	1.6	4.7	0.5	7.9072	1.8									2.9	0.6	4.7358	1.2	< 0.7	(0.0)	2.6452	0.7	< 0.7	(0.0)	0.0000	0.7	20.5	0.9	42.7927	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.A1.1.0-10.16	TQ Powders	9/5/2018 5:34:06 PM	13.3749	0.2622	0.0079	8.3363	0.013	19.25	0.04	1012.3083	0.0019	13.85	0.03	1379.2359	0.0014	0.02558	0.00069	10.5503	0.0017	0.01616	0.00055	7.1620	0.00074	< 0.00068	(0.00056)	1.9486	0.00067	0.4715	0.0012	1321.4006	0.00001	0.00297	0.00010	36.9816	0.00047	11650	10	12157.5562	0.1	132.2	0.8	343.4789	0.3	202.1	0.7	692.4953	0.4	85060	80	54214.1543	0.1	< 12	(0.0)	2.8468	12	37.6	1.1	40.4595	1.7	33.9	1.0	42.5874	1.2	23.6	0.6	42.0123	0.9	38.9	0.7	93.9741	0.9	< 0.5	(0.0)	0.0000	0.5	15.3	0.5	56.0020	0.5	< 0.5	(0.0)	0.0000	0.5	9.1	0.3	44.9454	0.4	25.4	0.3	223.4328	0.3	636.1	2.0	962.0264	0.1	45.7	0.7	69.8158	1.0	3.8	0.4	10.3351	1.4	1.4	0.2	3.7168	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	2.6	0.1	34.1226	0.9	2.2	0.3	4.5081	0.7	4.5	0.2	15.7304	0.7	10.0	0.4	22.3128	0.9	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	18.9197	0.7	< 1.0	(0.0)	9.0402	1.0	158.6	2.2	248.8334	8.5	< 1.6	(0.0)	15.5569	1.6	1.6	0.3	5.4636	1.4									< 1.3	(1.1)	1.9266	1.3	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	24.6	0.9	49.6613	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.A1.4.0-10.16	TQ Powders	9/5/2018 5:49:29 PM	12.7535	0.1449	0.0049	6.8100	0.012	20.09	0.04	1084.6897	0.0014	12.51	0.03	1255.5285	0.0015	0.02120	0.00055	10.7865	0.0016	0.01930	0.00057	8.6126	0.00069	0.00191	0.00019	3.0139	0.00063	0.1549	0.0007	447.5799	0.00023	0.00399	0.00010	41.6979	0.00031	14050	10	15209.7641	0.1	128.6	0.7	344.4690	0.7	162.1	0.7	570.8231	0.4	78970	70	51790.3375	0.1	< 3.0	(0.0)	2.4876	3.0	38.6	1.0	42.8177	1.6	26.5	0.9	34.8689	1.2	29.1	0.6	54.3691	0.8	42.1	0.7	106.1792	0.8	2.1	0.5	4.1031	0.9	19.9	0.5	75.6994	0.5	< 0.5	(0.0)	0.0000	0.5	12.4	0.3	64.5053	0.3	18.4	0.2	169.9411	0.3	710.1	2.1	1119.2998	0.1	53.9	0.7	85.2133	1.0	4.6	0.4	12.1335	1.4	1.0	0.2	2.7637	0.6	< 0.5	(0.0)	0.0000	0.5	0.5	0.1	2.9819	0.5	4.0	0.1	36.4369	0.9	2.8	0.3	6.0728	0.7	4.1	0.2	14.9578	0.7	11.9	0.4	27.4792	0.9	2.5	0.3	9.2122	1.3	2.4	0.2	23.0185	2.1	< 1.0	(0.0)	0.0000	1.0	< 8.7	(4.3)	86.1345	8.6	< 1.6	(0.0)	15.8976	1.6	3.2	0.4	6.8337	1.9									< 1.2	(0.0)	0.0000	1.2	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	19.9	0.9	42.2744	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.N.1.10-20.16_2	TQ Powders	9/5/2018 6:04:52 PM	12.8874	0.3950	0.0100	10.2222	0.012	18.01	0.04	960.4643	0.0019	16.93	0.03	1716.9999	0.00066	0.01693	0.00053	8.4685	0.0017	0.01028	0.00049	4.5718	0.00074	0.00150	0.00017	2.6359	0.00068	0.8146	0.0016	2215.2717	0.00001	0.00310	0.00014	33.8145	0.00061	10310	10	10338.6543	0.1	113.7	0.7	286.2072	0.3	226.7	0.8	751.3464	0.4	74660	70	46596.3539	0.1	23.7	4.0	5.3696	12	29.6	1.1	33.3799	1.6	36.8	1.0	48.0217	1.2	22.2	0.6	40.9361	0.9	34.1	0.6	85.1382	0.8	< 0.7	(0.6)	1.2178	0.6	9.2	0.4	35.1790	0.4	< 0.5	(0.0)	0.0000	0.5	6.9	0.2	35.2344	0.3	16.1	0.2	148.4245	0.3	570.5	1.9	898.1267	0.1	41.0	0.6	65.3996	1.0	3.4	0.4	9.6812	1.3	1.1	0.2	3.1339	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.6	(0.0)	2.0164	0.6	4.8	0.1	37.5465	0.9	2.0	0.3	4.2393	0.7	4.0	0.2	14.6372	0.7	8.8	0.4	20.2369	1.0	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	17.3945	0.7	< 1.0	(0.0)	17.3581	1.0	161.5	2.2	256.7517	8.6	< 1.6	(0.0)	16.2471	1.6	< 1.2	(0.0)	0.0000	1.2									< 1.2	(0.0)	0.0000	1.2	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	20.4	0.7	42.9566	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.E.1.40-60.16_2	TQ Powders	9/5/2018 6:20:15 PM	13.3342	0.3007	0.0086	8.9615	0.013	19.57	0.04	1050.8500	0.0017	13.91	0.03	1400.2871	0.0014	0.01799	0.00054	9.1579	0.0017	0.00752	0.00045	3.6261	0.00076	0.00106	0.00014	2.3349	0.00067	0.5806	0.0013	1634.5461	0.00001	0.00153	0.00007	30.0620	0.00052	12040	10	12553.0569	0.1	127.1	0.8	329.8183	0.3	179.8	0.7	614.6419	0.4	84150	80	53800.9317	0.1	25.2	3.9	5.7311	12	21.1	1.0	25.2801	1.6	35.3	1.0	44.7142	1.2	21.2	0.7	37.9058	0.9	40.0	0.7	96.7970	0.8	< 0.5	(0.0)	0.0000	0.5	14.8	0.5	54.2661	0.5	< 0.5	(0.0)	0.0000	0.5	7.4	0.3	36.6993	0.3	19.1	0.3	169.2044	0.3	630.5	2.0	962.4400	0.1	45.0	0.7	69.6170	1.1	2.7	0.3	8.3463	1.4	1.5	0.2	3.8279	0.6	< 0.5	(0.0)	0.0000	0.5	0.5	0.1	2.8952	0.5	4.8	0.1	37.3584	0.9	2.4	0.3	5.0635	0.7	4.0	0.2	14.4031	0.7	9.4	0.4	21.1504	1.0	< 0.5	(0.0)	4.0096	0.5	< 2.8	(1.1)	21.3079	2.8	< 1.0	(0.0)	8.2373	1.0	115.2	1.9	203.7997	8.6	< 1.6	(0.0)	15.9293	1.6	< 1.2	(0.0)	0.0000	1.2									1.7	0.6	2.8009	1.2	< 0.7	(0.0)	3.2462	0.7	< 0.7	(0.0)	0.0000	0.7	24.6	0.8	50.2155	0.8	< 0.5	(0.0)	0.3591	0.5	
Cr.A1.3.40-60.16	TQ Powders	9/6/2018 9:23:35 AM	13.6464	0.1844	0.0061	7.3205	0.013	19.76	0.04	1051.1599	0.0019	13.11	0.03	1311.8638	0.0016	0.01864	0.00056	9.2965	0.0017	0.01054	0.00051	4.8138	0.00077	0.00156	0.00018	2.7212	0.00067	0.3201	0.0010	908.5752	0.00001	0.00040	0.00002	26.6748	0.00036	12600	10	13355.3203	0.1	134.4	0.7	352.9734	0.3	140.4	0.6	486.5727	0.4	90330	80	58222.9841	0.1	< 3.0	(0.0)	0.6526	3.0	33.6	1.1	36.5463	1.8	28.0	1.1	34.6203	1.3	25.0	0.7	43.7251	0.9	40.8	0.7	96.5230	0.9	< 0.8	(0.8)	1.4007	0.8	21.6	0.5	77.2312	0.5	< 0.5	(0.0)	0.0000	0.5	9.1	0.3	44.0912	0.4	20.4	0.3	176.2055	0.4	645.1	2.0	962.9342	0.1	46.5	0.7	70.3615	1.0	4.6	0.4	11.6575	1.4	1.1	0.2	2.8776	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.6	(0.1)	2.0695	0.6	3.0	0.1	34.7277	0.9	2.4	0.3	4.9961	0.7	3.7	0.2	13.6903	0.7	9.7	0.4	21.7232	0.9	< 0.5	(0.0)	3.8940	0.5	< 0.7	(0.0)	18.6006	0.7	< 1.0	(0.0)	7.1757	1.0	56.1	1.3	141.2863	8.5	< 1.6	(0.0)	15.4876	1.6	2.0	0.3	5.9531	1.8									< 1.3	(0.0)	0.0000	1.3	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	21.0	1.0	41.9264	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A1.4.40-60.16	TQ Powders	9/6/2018 9:37:32 AM	12.7057	0.1532	0.0052	6.9788	0.012	20.24	0.04	1117.2467	0.0013	12.39	0.03	1260.4157	0.0015	0.01251	0.00037	9.1590	0.0016	0.00904	0.00046	4.2508	0.00071	< 0.00063	(0.00023)	1.7054	0.00063	0.1546	0.0007	451.7808	0.00024	0.00079	0.00003	26.4965	0.00031	14140	10	15464.9622	0.1	134.1	0.7	362.0738	0.7	141.8	0.6	504.0636	0.4	79480	70	52743.4573	0.1	< 3.0	(0.0)	1.3061	3.0	37.9	1.1	42.4412	1.7	26.3	1.0	34.8140	1.2	28.7	0.7	53.6965	0.9	43.9	0.7	111.0694	0.9	< 0.5	(0.0)	0.0000	0.5	23.0	0.5	88.0267	0.5	< 0.5	(0.0)	0.0000	0.5	10.6	0.3	54.9220	0.4	16.4	0.2	152.1400	0.3	721.6	2.1	1122.1135	0.1	54.2	0.7	83.5789	1.0	5.5	0.4	13.5940	1.4	1.2	0.2	3.2043	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	4.5	0.1	36.5582	1.0	2.6	0.3	5.1827	0.8	4.1	0.2	14.0674	0.7	11.6	0.4	24.1537	1.0	< 0.5	(0.0)	3.1193	0.5	< 3.1	(1.0)	20.0997	3.1	< 1.0	(0.0)	8.6541	1.0	< 1.5	(0.0)	81.4549	1.5	< 1.6	(0.0)	15.6574	1.6	3.5	0.5	7.0950	2.0									< 1.3	(1.0)	2.0479	1.3	< 0.7	(0.0)	2.4833	0.7	< 0.7	(0.0)	0.0000	0.7	17.1	1.0	36.6200	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.A1.1.60-100.16	TQ Powders	9/6/2018 9:51:26 AM	13.5691	0.2691	0.0081	8.4103	0.013	19.81	0.04	1034.0397	0.0018	14.02	0.03	1378.2897	0.0014	0.01880	0.00056	9.0941	0.0017	0.00695	0.00045	3.3002	0.00077	< 0.00020	(0.0)	1.0963	0.00020	0.4749	0.0012	1313.0766	0.00001	0.00056	0.00003	25.8937	0.00048	11760	10	12110.7346	0.1	123.7	0.8	317.4752	0.3	151.9	0.6	513.8028	0.4	86550	80	54540.8883	0.1	16.0	3.4	4.5101	13	15.5	1.0	19.8316	1.8	35.2	1.1	43.7174	1.3	19.7	0.7	34.5343	1.0	39.0	0.7	92.9381	0.9	< 0.7	(0.7)	1.2700	0.7	18.3	0.5	65.8936	0.5	< 0.5	(0.0)	0.0000	0.5	6.2	0.3	30.4475	0.4	25.4	0.3	220.1989	0.4	627.0	2.0	938.5188	0.1	44.6	0.7	67.4918	1.1	4.9	0.4	12.1825	1.4	1.6	0.2	4.1276	0.6	< 0.5	(0.0)	0.0000	0.5	0.8	0.1	3.6147	0.6	1.6	0.1	32.6452	0.9	2.0	0.3	4.1776	0.8	3.7	0.2	13.5584	0.7	10.2	0.4	22.6140	1.0	0.9	0.1	5.8036	0.8	< 2.9	(1.9)	22.6515	2.9	< 1.0	(0.0)	8.4302	1.0	113.7	1.9	201.3122	8.7	< 1.6	(0.0)	17.3893	1.6	< 1.2	(0.0)	0.0000	1.2									< 1.3	(0.0)	0.3908	1.3	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	23.4	1.0	46.8273	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A1.4.60-100.16	TQ Powders	9/6/2018 10:05:24 AM	12.9341	0.1199	0.0042	6.4569	0.012	20.43	0.04	1098.7633	0.0013	12.64	0.03	1258.8141	0.0015	0.01430	0.00041	9.3072	0.0016	0.00823	0.00046	3.8610	0.00072	0.00172	0.00018	2.8576	0.00063	0.1556	0.0007	445.6616	0.00024	0.00043	0.00002	24.5588	0.00031	14320	10	15362.0254	0.1	127.9	0.7	339.1677	0.7	143.3	0.6	499.8095	0.4	80600	70	52402.4889	0.1	< 3.0	(0.0)	1.4828	3.0	38.4	1.1	42.2035	1.7	24.0	1.0	31.2182	1.2	30.2	0.7	55.6602	0.9	45.2	0.7	112.2929	0.9	< 0.5	(0.0)	0.0000	0.5	23.6	0.5	88.5046	0.5	< 0.5	(0.0)	0.0000	0.5	9.3	0.3	47.5926	0.4	17.3	0.2	157.2707	0.3	704.0	2.1	1097.9659	0.1	52.7	0.7	82.7370	1.0	5.7	0.4	14.1876	1.4	1.3	0.2	3.4196	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.7462	0.5	3.2	0.1	35.1053	0.9	2.0	0.3	4.3897	0.7	4.0	0.2	14.5878	0.7	11.0	0.4	25.0770	0.9	1.6	0.2	7.2636	1.3	4.3	0.3	26.7019	2.8	< 1.0	(0.0)	0.0000	1.0	< 8.7	(3.6)	85.3926	8.6	< 1.6	(0.0)	15.4815	1.6	2.7	0.4	6.4892	2.0									1.5	0.5	2.7583	1.3	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	19.0	1.0	39.8438	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A1.3.60-100.16	TQ Powders	9/6/2018 10:19:15 AM	13.6804	0.2213	0.0069	7.7643	0.013	19.70	0.04	1028.5402	0.0018	13.63	0.03	1344.1777	0.0015	0.01794	0.00054	9.1070	0.0017	0.00742	0.00045	3.5793	0.00077	0.00135	0.00016	2.5395	0.00067	0.3865	0.0010	1077.4410	0.00001	< 0.00044	(0.00021)	24.9724	0.00043	12330	10	12821.3406	0.1	129.9	0.8	335.7545	0.3	149.0	0.6	507.7043	0.4	88880	80	56302.2188	0.1	19.0	3.4	5.0642	11	44.5	1.1	46.1449	1.6	27.9	1.1	34.2995	1.1	27.8	0.6	48.5315	0.8	39.7	0.7	93.7597	0.9	1.9	0.5	3.4052	0.9	16.2	0.5	57.8740	0.5	< 0.5	(0.0)	0.0000	0.5	7.3	0.2	35.1726	0.3	22.4	0.3	193.1510	0.3	648.6	2.0	962.6409	0.1	47.6	0.7	71.5573	1.1	4.4	0.4	11.2149	1.4	1.2	0.2	3.1887	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.4064	0.5	4.4	0.1	36.6758	0.9	2.2	0.3	4.6315	0.8	3.5	0.2	13.1912	0.7	9.5	0.4	21.0962	1.0	< 0.5	(0.0)	3.3463	0.5	< 0.7	(0.0)	17.2649	0.7	< 1.0	(0.0)	7.7716	1.0	81.0	1.6	166.6720	8.7	< 1.6	(0.0)	22.3667	1.6	4.8	0.5	7.9455	1.8									3.5	0.6	5.2824	1.2	< 0.7	(0.0)	2.3720	0.7	< 0.7	(0.0)	0.0000	0.7	27.1	0.9	53.5520	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.A1.2.60-100.16	TQ Powders	9/6/2018 10:33:11 AM	13.3165	0.3462	0.0093	9.4656	0.013	19.05	0.04	999.0013	0.0018	14.79	0.03	1469.8514	0.0012	0.01747	0.00054	8.7623	0.0017	0.00747	0.00045	3.5346	0.00075	0.00084	0.00012	2.1570	0.00067	0.6138	0.0013	1694.0780	0.00001	0.00321	0.00012	36.8999	0.00053	10990	10	11251.8048	0.1	124.7	0.8	319.0678	0.3	188.8	0.7	636.9773	0.4	82630	70	52027.1976	0.1	< 13	(0.0)	2.7009	13	7.4	0.8	12.2898	1.8	30.2	1.1	38.0841	1.3	18.1	0.7	32.3787	1.0	37.1	0.7	89.8964	0.9	< 0.5	(0.0)	0.0000	0.5	12.2	0.5	45.0361	0.5	< 0.5	(0.0)	0.0000	0.5	5.1	0.3	25.2509	0.4	26.0	0.3	230.5184	0.4	607.2	2.0	923.8491	0.1	43.5	0.6	67.2422	1.1	3.4	0.4	9.6148	1.4	0.9	0.2	2.4832	0.6	< 0.5	(0.0)	0.0000	0.5	0.3	0.1	2.5321	0.3	3.3	0.1	35.2052	0.9	2.1	0.3	4.4282	0.7	3.4	0.2	13.0276	0.7	9.5	0.4	21.2234	1.0	< 0.5	(0.0)	0.0000	0.5	< 2.9	(0.0)	19.7922	2.9	< 1.0	(0.0)	0.0000	1.0	156.5	2.2	247.9043	8.6	< 1.6	(0.0)	19.0341	1.6	< 1.2	(0.0)	0.0000	1.2									< 1.3	(0.7)	1.3744	1.3	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	24.1	0.9	48.9676	0.9	< 0.5	(0.0)	0.0000	0.5	
