"","X","stand","depth","year","ID","N_pct","C_pct","CN_avgd","measured_in","Eval_Date","Mass_coef","Mass_g","Mg_pct","Mg_int","Al_pct","Al_int","Si_pct","Si_int","P_pct","P_int","S_pct","S_int","Cl_pct","Cl_int","K_pct","K_int","Ca_pct","Ca_int","Ti_ppm","Ti_int","Mn_ppm","Mn_int","Fe_ppm","Fe_int","Cu_ppm","Cu_int","Zn_ppm","Zn_int","Rb_ppm","Rb_int","Sr_ppm","Sr_int","Zr_ppm","Zr_int","Nb_ppm","Nb_int","Mo_ppm","Mo_int","Pb_ppm","Pb_int","P_ppm","Ca_ppm","K_ppm","Mg_ppm","Fe_pct","site","LU","position","rep","inc_from","inc_to","elt","avgBD","BDsd","C_new","N_new","newest","oldmeas"
"44",44,"BO.P",5,"04","BO.P.4.0-10.04",0.134,2.342,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,4,0,10,NA,1.25,NA,2.61387347755232,0.194661881141609,4,4
"45",45,"BO.P",5,"16","BO.P.1.0-10.16",0.2297,1.8459,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,1,0,10,NA,1.38149069933333,0.047560083586057,1.8459,0.2297,16,16
"46",46,"BO.P",5,"16","BO.P.2.0-10.16",0.2159,1.7898,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,2,0,10,NA,1.38149069933333,0.047560083586057,1.7898,0.2159,16,16
"47",47,"BO.P",50,"04","BO.P.4.40-60.04",0.07,0.958,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,4,40,60,NA,1.29,NA,1.11293232094892,0.122162475960226,4,4
"48",48,"BO.P",50,"04","BO.P.1.40-60.04",0.084,1.064,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,1,40,60,NA,1.29,NA,1.22788879681594,0.138021720843654,4,4
"49",49,"BO.P",50,"04","BO.P.3.40-60.04",0.066,0.958,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,3,40,60,NA,1.29,NA,1.11293232094892,0.11763126313639,4,4
"50",50,"BO.P",50,"04","BO.P.2.40-60.04",0.073,1.171,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,2,40,60,NA,1.29,NA,1.34392976773832,0.125560885578103,4,4
"51",51,"BO.P",50,"16","BO.P.1.40-60.16",0.1236,0.9117,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,1,40,60,NA,1.21546813433333,0.0188834539852084,0.9117,0.1236,16,16
"52",52,"BO.P",50,"16","BO.P.4.40-60.16",0.1243,0.8759,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,4,40,60,NA,1.21546813433333,0.0188834539852084,0.8759,0.1243,16,16
"53",53,"BO.P",50,"16","BO.P.3.40-60-.16",0.1246,0.8616,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,3,40,60,NA,1.21546813433333,0.0188834539852084,0.8616,0.1246,16,16
"54",54,"BO.P",80,"04","BO.P.4.60-100.04",0.052,0.743,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,4,60,100,NA,1.28,NA,0.879765884048825,0.101772018252962,4,4
"55",55,"BO.P",80,"04","BO.P.1.60-100.04",0.055,0.887,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,1,60,100,NA,1.28,NA,1.03593317201912,0.10517042787084,4,4
"56",56,"BO.P",80,"04","BO.P.2.60-100.04",0.052,0.775,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,2,60,100,NA,1.28,NA,0.914469725820002,0.101772018252962,4,4
"57",57,"BO.P",80,"04","BO.P.3.60-100.04",0.048,0.872,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,3,60,100,NA,1.28,NA,1.01966574618888,0.0972408054291258,4,4
"58",58,"BO.P",80,"16","BO.P.3.60-100.16",0.098,0.5719,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,3,60,100,NA,1.198885421,0.0296649380830564,0.5719,0.098,16,16
"59",59,"BO.P",80,"16","BO.P.2.60-100.16",0.1536,0.7055,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,2,60,100,NA,1.198885421,0.0296649380830564,0.7055,0.1536,16,16
"60",60,"BO.P",80,"16","BO.P.1.60-100.16",0.1301,0.5772,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,1,60,100,NA,1.198885421,0.0296649380830564,0.5772,0.1301,16,16
"61",61,"BO.P",80,"16","BO.P.4.60-100.16",0.1049,0.581,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BO","P",NA,4,60,100,NA,1.198885421,0.0296649380830564,0.581,0.1049,16,16
"62",62,"Bp.E1",15,"04","Bp.E1.E.3.10-20.04",0.09,2.36,0,"04","6/13/2017 17:20",NA,3.23,0.1844,7.3265,19.2,1023.5778,14.37,1448.5779,0.02428,10.3133,0.01106,4.9496,"0.0033",4.0255,0.2038,570.2572,NA,27.0795,12150,12727.8893,147,504.8888,9.558,61194.5441,"40.5",42.0863,35.6,42.77,"33",56.1415,14.8,123.8262,659.9,964.2076,43.6,64.9859,5.1,12.4561,NA,NA,242.8,NA,2038,1844,0.0009558,"Bp","E","E",3,10,20,"E",1.11,0.014142135623731,2.63339438854861,0.144818540079408,4,4
"63",63,"Bp.E1",15,"04","Bp.E1.L.2.10-20.04",0.088,1.793,0,"04","6/12/2017 16:34",NA,2.54,0.2006,7.5067,19.37,1017.3971,14.36,1428.5807,0.02655,10.4732,0.01149,5.0818,"0.00883",8.1332,0.1971,546.4335,0.00109,30.6121,11930,12404.5937,140.7,480.118,9.457,60079.0863,"37.9",39.6241,33.5,40.3181,"29.7",50.4765,14.9,124.9136,647.9,927.4071,45,65.2179,5.1,12.0611,NA,NA,265.5,10.9,1971,2006,0.0009457,"Bp","E","L",2,10,20,"L",1.11,0.014142135623731,2.01848569216557,0.14255293366749,4,4
"64",64,"Bp.E1",15,"04","Bp.E1.E.2.10-20.04",0.1,2.573,0,"04","6/13/2017 17:33",NA,3.33,0.1883,7.3886,19.21,1026.4202,14.45,1459.2774,0.02837,10.8779,0.0132,5.8821,"0.00234",3.2973,0.1983,554.5816,NA,26.9155,11990,12561.2054,142,487.897,9.549,61213.7771,"42",43.4049,33.5,40.3692,"32.4",55.1342,14.5,122.2203,634.6,930.4497,42.8,64.1934,3.8,10.185,NA,NA,283.7,NA,1983,1883,0.0009549,"Bp","E","E",2,10,20,"E",1.11,0.014142135623731,2.864391835338,0.156146572138999,4,4
"65",65,"Bp.E1",15,"04","Bp.E1.E.4.10-20.04",0.115,2.431,0,"04","6/13/2017 17:06",NA,3.11,0.1601,6.8997,19.41,994.6767,14.18,1386.9145,0.02721,10.2959,0.01231,5.4161,"0.00456",4.8982,0.1754,481.4544,NA,27.5401,12370,12740.4105,157.7,532.4164,9.955,62298.9473,"44.5",44.5149,35.8,41.7168,"39.2",64.6579,18,146.1201,628.4,887.9818,42.9,61.9655,4.4,10.9344,NA,NA,272.1,NA,1754,1601,0.0009955,"Bp","E","E",4,10,20,"E",1.11,0.014142135623731,2.71039353747841,0.173138620228386,4,4
"66",66,"Bp.E1",15,"04","Bp.E1.E.1.10-20.04",0.086,2.431,0,"04","6/13/2017 17:47",NA,3.29,0.154,6.8467,19.31,1000.993,14.16,1399.6779,0.02541,10.1977,0.01057,4.7314,"0.00371",4.2973,0.1813,501.0663,4e-04,28.7746,12500,12956.2731,157.6,534.7494,10.08,63452.1232,"44.3",44.3469,35.4,41.1953,"36.6",60.2971,17.3,140.16,649.8,920.0606,45.4,65.6945,5.7,13.2015,NA,NA,254.1,4,1813,1540,0.001008,"Bp","E","E",1,10,20,"E",1.11,0.014142135623731,2.71039353747841,0.140287327255572,4,4
"67",67,"Bp.E1",15,"04","Bp.E1.L.3.10-20.04",0.053,1.935,0,"04","6/12/2017 16:48",NA,2.65,0.1794,7.2632,19.24,1026.2696,14.29,1441.7643,0.03026,11.1855,0.01133,5.0742,"0.01015",9.2003,0.2059,576.2207,0.00068,29.5679,12090,12674.1234,153.2,526.2815,9.708,62166.4698,"40.3",41.6683,34.1,40.7434,"32.5",54.7764,15.4,128.1464,643.6,921.8421,45.1,65.4303,4.8,11.5276,NA,NA,302.6,6.8,2059,1794,0.0009708,"Bp","E","L",3,10,20,"L",1.11,0.014142135623731,2.17248399002516,0.102904821458921,4,4
"68",68,"Bp.E1",15,"04","Bp.E1.L.1.10-20.04",0.093,1.722,0,"04","6/12/2017 16:20",NA,2.81,0.1294,6.5216,19.63,1018.8793,14.28,1405.4786,0.02684,10.5349,0.01205,5.3102,"0.00521",5.3882,0.1787,491.0828,NA,27.6448,12690,13073.8568,161.9,545.7708,10.01,62769.4265,"41.7",42.0994,32.7,38.0535,"35.2",57.8369,18.1,146.6549,667,936.4576,46,65.7952,6,13.6136,NA,NA,268.4,NA,1787,1294,0.001001,"Bp","E","L",1,10,20,"L",1.11,0.014142135623731,1.94148654323577,0.148216949697286,4,4
"69",69,"Bp.E1",15,"04","Bp.E1.L.4.10-20.04",0.082,2.218,0,"04","6/12/2017 17:02",NA,2.81,0.1371,6.6499,19.21,1010.7515,13.99,1399.9296,0.03648,12.2597,0.0117,5.2605,"0.00806",7.6084,0.1687,471.5248,0.00691,59.2234,12540,13138.4801,162.7,557.4919,9.937,63257.9547,"44.9",45.3644,33.9,39.9361,"38.3",63.8433,22.4,183.6995,640.2,909.1027,46.7,67.4453,4.9,11.7343,NA,NA,364.8,69.1,1687,1371,0.0009937,"Bp","E","L",4,10,20,"L",1.11,0.014142135623731,2.47939609068901,0.135756114431735,4,4
"70",70,"Bp.E1",15,"16","Bp.E1.Ee1.2.10-20.16",0.07255,1.79315,1,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee1",2,10,20,"E",0.8642096185,0.19685691214334,1.79315,0.07255,16,16
"71",71,"Bp.E1",15,"16","Bp.E1.Ee2.1.10-20.16",0.1043,1.9911,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee2",1,10,20,"E",0.8642096185,0.19685691214334,1.9911,0.1043,16,16
"72",72,"Bp.E1",15,"16","Bp.E1.Ee2.2.10-20.16",0.07475,1.7347,1,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee2",2,10,20,"E",0.8642096185,0.19685691214334,1.7347,0.07475,16,16
"73",73,"Bp.E1",15,"16","Bp.E1.Ee2.3.10-20.16",0.08295,1.7901,1,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee2",3,10,20,"E",0.8642096185,0.19685691214334,1.7901,0.08295,16,16
"74",74,"Bp.E1",15,"16","Bp.E1.T.2.10-20.16",0.0855,1.8843,1,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","T",2,10,20,"T",0.8642096185,0.19685691214334,1.8843,0.0855,16,16
"75",75,"Bp.E1",15,"16","Bp.E1.T.3.10-20.16",0.0799,1.83345,1,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","T",3,10,20,"T",0.8642096185,0.19685691214334,1.83345,0.0799,16,16
"76",76,"Bp.E1",15,"16","Bp.E1.T.4.10-20.16",0.08505,1.7802,1,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","T",4,10,20,"T",0.8642096185,0.19685691214334,1.7802,0.08505,16,16
"77",77,"Bp.E1",15,"16","Bp.E1.Ee1.4.10-20.16",0.0972,2.15745,1,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee1",4,10,20,"E",0.8642096185,0.19685691214334,2.15745,0.0972,16,16
"78",78,"Bp.E1",15,"16","Bp.E1.Ee1.1.10-20.16",0.0992,1.905,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee1",1,10,20,"E",0.8642096185,0.19685691214334,1.905,0.0992,16,16
"79",79,"Bp.E1",15,"16","Bp.E1.L.2.10-20.16",0.06725,1.7855,1,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","L",2,10,20,"L",0.8642096185,0.19685691214334,1.7855,0.06725,16,16
"80",80,"Bp.E1",15,"16","Bp.E1.L.3.10-20.16",0.07045,1.79715,1,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","L",3,10,20,"L",0.8642096185,0.19685691214334,1.79715,0.07045,16,16
"81",81,"Bp.E1",15,"16","Bp.E1.Ee1.3.10-20.16",0.0888,1.95105,1,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee1",3,10,20,"E",0.8642096185,0.19685691214334,1.95105,0.0888,16,16
"82",82,"Bp.E1",15,"16","Bp.E1.L.4.10-20.16",0.0916,2.0668,1,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","L",4,10,20,"L",0.8642096185,0.19685691214334,2.0668,0.0916,16,16
"83",83,"Bp.E1",15,"16","Bp.E1.T.1.10-20.16",0.1027,1.9936,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","T",1,10,20,"T",0.8642096185,0.19685691214334,1.9936,0.1027,16,16
"84",84,"Bp.E1",15,"16","Bp.E1.Ee2.4.10-20.16",0.08665,1.85185,1,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee2",4,10,20,"E",0.8642096185,0.19685691214334,1.85185,0.08665,16,16
"85",85,"Bp.E1",30,"04","Bp.E1.L.2.20-40.04",0.068,1.393,0,"04","6/12/2017 13:37",NA,2.85,0.1587,6.8914,19.7,1012.1794,14.34,1399.2116,0.02113,9.3276,0.00887,3.9754,"0.00718",6.8139,0.1926,526.1058,0.00095,30.4481,12270,12567.4208,147.7,496.3747,9.855,61511.6042,"40.4",41.028,36.3,42.4836,"31.7",52.4202,14,114.1758,647.9,914.0134,44.1,63.276,4.7,11.2525,NA,NA,211.3,9.5,1926,1587,0.0009855,"Bp","E","L",2,20,40,"L",1.22333333333333,0.00577350269189626,1.58468767002586,0.119896869548308,4,4
"86",86,"Bp.E1",30,"04","Bp.E1.L.3.20-40.04",0.079,1.464,0,"04","6/12/2017 13:51",NA,3.02,0.1592,6.8407,19.75,990.7427,14.7,1405.3132,0.02259,9.4737,0.00906,4.0026,"0.00637",6.1376,0.1958,525.3994,0.00094,29.2763,11990,12079.7583,143.8,476.5921,9.602,58993.4719,"45.9",45.6146,33.1,38.8015,"32.5",53.8659,13.9,113.6297,641.2,906.5137,42.5,61.5969,4.9,11.8204,NA,NA,225.9,9.4,1958,1592,0.0009602,"Bp","E","L",3,20,40,"L",1.22333333333333,0.00577350269189626,1.66168681895565,0.132357704813858,4,4
"87",87,"Bp.E1",30,"04","Bp.E1.L.1.20-40.04",0.075,1.57,0,"04","6/12/2017 13:23",NA,2.77,0.1585,6.8665,19.68,1002.6336,14.18,1376.5163,0.02097,9.169,0.00977,4.3111,"0.00911",8.2242,0.1791,488.1247,0.00063,29.6595,12740,13021.9099,164,548.6239,10.19,63206.2393,"41.8",41.714,33.8,38.8333,"35.2",57.0881,16.8,134.707,646.8,894.9169,46.2,64.9188,4.6,11.086,NA,NA,209.7,6.3,1791,1585,0.001019,"Bp","E","L",1,20,40,"L",1.22333333333333,0.00577350269189626,1.77664329482268,0.127826491990022,4,4
"88",88,"Bp.E1",30,"04","Bp.E1.E.3.20-40.04",0.086,1.534,0,"04","6/12/2017 10:48",NA,3,0.1485,6.782,19.12,997.9333,14.13,1404.7109,0.02305,9.8897,0.00949,4.3115,"0.00615",6.1412,0.1915,532.9317,0.00083,29.8734,12090,12622.993,149.6,512.4122,9.659,61357.4809,"42",43.019,34.2,40.6751,"33.3",56.0618,14.3,118.7406,651.1,936.3781,44.2,64.716,4.3,10.9013,NA,NA,230.5,8.3,1915,1485,0.0009659,"Bp","E","E",3,20,40,"E",1.22333333333333,0.00577350269189626,1.7376014728301,0.140287327255572,4,4
"89",89,"Bp.E1",30,"04","Bp.E1.L.4.20-40.04",0.079,1.641,0,"04","6/12/2017 14:04",NA,2.68,0.1497,6.8255,19.42,1024.4259,14.11,1410.2005,0.02044,9.3409,0.00954,4.3695,"0.00647",6.3907,0.1627,453.5076,NA,27.0113,12390,12938.7433,159.4,545.0606,9.989,63552.581,"41.9",42.6662,28.5,33.4606,"36.6",60.7733,18.3,149.74,654.2,923.932,46.1,66.1188,5.6,12.9203,NA,NA,204.4,NA,1627,1497,0.0009989,"Bp","E","L",4,20,40,"L",1.22333333333333,0.00577350269189626,1.85364244375248,0.132357704813858,4,4
"90",90,"Bp.E1",30,"04","Bp.E1.E.2.20-40.04",0.097,1.57,0,"04","6/12/2017 10:34",NA,3.01,0.1778,7.0638,19.6,977.8426,14.49,1384.0001,0.0213,9.3365,0.01069,4.6298,"0.00281",3.5667,0.1931,519.5617,0.00054,27.8688,12030,12155.8501,144.2,479.2319,9.754,59941.4655,"44.1",43.8801,34.2,39.7344,"32.7",53.8064,14,113.9336,656.5,921.3427,43.3,62.255,4.8,11.498,NA,NA,213,5.4,1931,1778,0.0009754,"Bp","E","E",2,20,40,"E",1.22333333333333,0.00577350269189626,1.77664329482268,0.152748162521122,4,4
"91",91,"Bp.E1",30,"04","Bp.E1.E.1.20-40.04",0.086,1.605,0,"04","6/12/2017 10:21",NA,2.97,0.1393,6.5465,19.97,981.5056,14.53,1369.4724,0.02303,9.396,0.01051,4.4778,"0.00749",6.8943,0.1792,476.3303,NA,26.8877,12810,12787.9088,161,527.148,10.16,61485.0019,"43.1",42.2139,27.1,30.7498,"36.5",58.5191,17.1,135.3147,648.3,887.7811,44,61.7135,5.1,11.8725,NA,NA,230.3,NA,1792,1393,0.001016,"Bp","E","E",1,20,40,"E",1.22333333333333,0.00577350269189626,1.8146006217599,0.140287327255572,4,4
"92",92,"Bp.E1",30,"04","Bp.E1.E.4.20-40.04",0.086,1.712,0,"04","6/12/2017 11:02",NA,3.01,0.1636,6.9593,19.29,995.0041,14.06,1384.8607,0.02196,9.3966,0.01049,4.7076,"0.00295",3.7208,0.1683,464.8171,0.00046,28.9051,12460,12910.9883,160.7,545.3621,10.05,63188.681,"44",44.0518,33.4,38.902,"38.9",63.997,17.7,143.9215,634,893.6069,44.2,63.6686,5.3,12.4652,NA,NA,219.6,4.6,1683,1636,0.001005,"Bp","E","E",4,20,40,"E",1.22333333333333,0.00577350269189626,1.93064159268228,0.140287327255572,4,4
"93",93,"Bp.E1",30,"16","Bp.E1.L.1.20-40.16",0.0991,1.7584,0,"16","6/28/2017 12:44",NA,3.38,0.1149,6.5133,19.8,1140.212,12.22,1295.3329,0.02537,11.1768,0.01054,5.0692,"0.00199",3.1413,0.03601,108.4828,0.00084,30.7523,13840,15561.8145,240,874.2726,9.105,62136.0636,"42.2",45.7546,33.1,42.0513,"33.6",60.3239,15.5,137.2149,655.9,1016.1742,50.6,79.2453,5.9,14.5695,NA,NA,253.7,8.4,360.1,1149,0.0009105,"Bp","E","L",1,20,40,"L",1.04680999066667,0.0510315873844199,1.7584,0.0991,16,16
"94",94,"Bp.E1",30,"16","Bp.E1.Ee1.4.20-40.16",0.1013,1.7289,0,"16","6/27/2017 17:34",NA,3.51,0.0793,5.8845,19.91,1062.3473,12.78,1279.3335,0.02125,10.0188,0.01017,4.7054,"0.00236",3.342,0.06445,184.5381,NA,26.4477,13520,14521.226,231.1,808.4809,9.29,60342.7676,"41.7",43.7613,32.4,39.6672,"34.5",59.7397,15.7,133.8329,669,996.8812,50.6,76.5051,5.7,13.7404,NA,NA,212.5,NA,644.5,793,0.000929,"Bp","E","Ee1",4,20,40,"E",1.04680999066667,0.0510315873844199,1.7289,0.1013,16,16
"95",95,"Bp.E1",30,"16","Bp.E1.Ee1.2.20-40.16",0.1387,1.7234,0,"16","6/27/2017 15:57",NA,2.94,0.121,6.5213,20.38,1122.275,12.77,1298.2568,0.02355,10.5892,0.01118,5.1875,"0.00324",4.0458,0.0355,102.9255,0.00508,50.3567,13920,15077.042,218.4,768.5376,9.162,60270.1053,"42.7",45.1486,26.3,32.6647,"33.3",58.5548,15.8,136.6861,672.7,1008.2269,51.6,77.9359,5.4,13.0649,NA,NA,235.5,50.8,355,1210,0.0009162,"Bp","E","Ee1",2,20,40,"E",1.04680999066667,0.0510315873844199,1.7234,0.1387,16,16
